TripID,Reference,Sampling_Date,Project_1,Project_2,Project_3,WorkUp,Stratum,Gear,Rep,LocationInstrument,Longitude,Latitude,End_Longitude,End_Latitude,Station_1,Station_2,Station_3,PrimaryInvestigator,Crew1,Crew2,Crew3,Crew4,StartTime,TimeZone,StartDepth,Zone,Subzone,Grid,TempInstrument,CondInstrument,pHInstrument,SalInstrument,DisO2Instrument,HydroInstrument,Secchi_on_bottom,Secchi_depth,Sediment_Depth,SAM,BottomVegCover,Seagrass_habitat_descriptor,Distance_to_edge,TotalShoreCover,Total_Over_Site,TotalShoreDamaged,Intermittent_land,Dist_to_Shore,Dist_to_ShoreType,Dist_to_MHTM,BycatchQuantity,BankDistance,Bank,ShoreDistance,Event,Procedural_exception,RecordPerson,Historic_Reference,Habitat_record_id,BottomType,BottomVeg,BottomVegRatio,Level,ShoreType,Inund,Over,ShoreTypeRatio,ByCatchType,ByCatchRatio,Depth,Beg_end,Temperature,Conductivity,pH,Salinity,DissolvedO2,Period,WindDirection,WindSpeed,CloudCover,Precipitation,Tide,Current
ANM20041001,ANM2004100102,2004-10-18,AR,. ,. ,S,.,300,1,G,-82.798133000000007,28.177867,NA,NA,AN0410006,.,.,6021,6037,6012,9999,NA,10:11:00,EDT,2.7,2,.,2,A,A,A,A,A,A,NO,1,NA,.,NA,NA,NA,100,NA,NA,10,62,60,70,0,NA,.,NA,NO,.,6021,ANM04100102,1,U,UN,NA,1,MA,NO,NO,10,NO,0,2,B,24.4,36.2,7.8,22.9,5.3,2,E,15,0,N,LF,NA
ANM20041001,ANM2004100102,2004-10-18,AR,. ,. ,S,.,300,1,G,-82.798133000000007,28.177867,NA,NA,AN0410006,.,.,6021,6037,6012,9999,NA,10:11:00,EDT,2.7,2,.,2,A,A,A,A,A,A,NO,1,NA,.,NA,NA,NA,100,NA,NA,10,62,60,70,0,NA,.,NA,NO,.,6021,ANM04100102,1,U,UN,NA,1,MA,NO,NO,10,NO,0,2.5,B,24.4,36.3,7.8,22.9,5.3,2,E,15,0,N,LF,NA
ANM20041001,ANM2004100103,2004-10-18,AR,. ,. ,S,.,301,1,G,-82.813417,28.18045,NA,NA,AN0410003,.,.,6021,6037,6012,9999,NA,12:11:00,EDT,1.7,1,.,1,A,A,A,A,A,A,NO,1,NA,.,101,NA,NA,100,NA,NA,0,99,99,99,30,NA,.,NA,NO,.,6021,ANM04100103,1,M,HA,5,1,MA,NO,NO,10,MU,8,0.2,B,24.9,42.5,8,27.3,7,2,E,15,0,N,LR,NA
ANM20041001,ANM2004100103,2004-10-18,AR,. ,. ,S,.,301,1,G,-82.813417,28.18045,NA,NA,AN0410003,.,.,6021,6037,6012,9999,NA,12:11:00,EDT,1.7,1,.,1,A,A,A,A,A,A,NO,1,NA,.,101,NA,NA,100,NA,NA,0,99,99,99,30,NA,.,NA,NO,.,6021,ANM04100103,1,M,HA,5,1,MA,NO,NO,10,MU,8,1,B,24.9,42.6,8,27.4,7.1,2,E,15,0,N,LR,NA
ANM20041001,ANM2004100103,2004-10-18,AR,. ,. ,S,.,301,1,G,-82.813417,28.18045,NA,NA,AN0410003,.,.,6021,6037,6012,9999,NA,12:11:00,EDT,1.7,1,.,1,A,A,A,A,A,A,NO,1,NA,.,101,NA,NA,100,NA,NA,0,99,99,99,30,NA,.,NA,NO,.,6021,ANM04100103,1,M,HA,5,1,MA,NO,NO,10,MU,8,1.5,B,24.7,45.1,8.1,29.2,7.2,2,E,15,0,N,LR,NA
ANM20041001,ANM2004100103,2004-10-18,AR,. ,. ,S,.,301,1,G,-82.813417,28.18045,NA,NA,AN0410003,.,.,6021,6037,6012,9999,NA,12:11:00,EDT,1.7,1,.,1,A,A,A,A,A,A,NO,1,NA,.,101,NA,NA,100,NA,NA,0,99,99,99,30,NA,.,NA,NO,.,6021,ANM04100103,2,.,TH,5,NA,.,.,.,0,GM,2,0.2,B,24.9,42.5,8,27.3,7,2,E,15,0,N,LR,NA
ANM20041001,ANM2004100103,2004-10-18,AR,. ,. ,S,.,301,1,G,-82.813417,28.18045,NA,NA,AN0410003,.,.,6021,6037,6012,9999,NA,12:11:00,EDT,1.7,1,.,1,A,A,A,A,A,A,NO,1,NA,.,101,NA,NA,100,NA,NA,0,99,99,99,30,NA,.,NA,NO,.,6021,ANM04100103,2,.,TH,5,NA,.,.,.,0,GM,2,1,B,24.9,42.6,8,27.4,7.1,2,E,15,0,N,LR,NA
ANM20041001,ANM2004100103,2004-10-18,AR,. ,. ,S,.,301,1,G,-82.813417,28.18045,NA,NA,AN0410003,.,.,6021,6037,6012,9999,NA,12:11:00,EDT,1.7,1,.,1,A,A,A,A,A,A,NO,1,NA,.,101,NA,NA,100,NA,NA,0,99,99,99,30,NA,.,NA,NO,.,6021,ANM04100103,2,.,TH,5,NA,.,.,.,0,GM,2,1.5,B,24.7,45.1,8.1,29.2,7.2,2,E,15,0,N,LR,NA
ANM20041001,ANM2004100104,2004-10-18,AR,. ,. ,S,D,23,1,G,-82.808567,28.17605,NA,NA,AN0410001,.,.,6021,6037,6012,9999,NA,12:34:00,EDT,0.4,1,.,1,A,A,A,A,A,A,YES,0.4,NA,.,0,NA,NA,100,NA,NA,10,0,0,30,0,NA,.,NA,NO,.,6021,ANM04100104,1,S,NO,0,1,OY,YES,NO,10,NO,0,0.2,B,27,45.2,8.4,29.3,12.1,2,NE,10,100,N,LR,NA
ANM20041001,ANM2004100104,2004-10-18,AR,. ,. ,S,D,23,1,G,-82.808567,28.17605,NA,NA,AN0410001,.,.,6021,6037,6012,9999,NA,12:34:00,EDT,0.4,1,.,1,A,A,A,A,A,A,YES,0.4,NA,.,0,NA,NA,100,NA,NA,10,0,0,30,0,NA,.,NA,NO,.,6021,ANM04100104,2,O,.,NA,2,BM,NO,NO,10,.,NA,0.2,B,27,45.2,8.4,29.3,12.1,2,NE,10,100,N,LR,NA
ANM20041001,ANM2004100105,2004-10-18,AR,. ,. ,S,C,23,1,G,-82.801183,28.176767,NA,NA,AN0410002,.,.,6021,6037,6012,9999,NA,12:49:00,EDT,0.3,1,.,1,A,A,A,A,A,A,YES,0.3,NA,.,0,NA,NA,100,NA,NA,10,0,NA,40,0,NA,.,NA,NO,.,6021,ANM04100105,1,S,NO,0,1,BM,YES,NO,10,NO,0,0.2,B,26.4,40.4,8.2,25.8,9.2,2,NE,5,80,N,LR,NA
ANM20041001,ANM2004100105,2004-10-18,AR,. ,. ,S,C,23,1,G,-82.801183,28.176767,NA,NA,AN0410002,.,.,6021,6037,6012,9999,NA,12:49:00,EDT,0.3,1,.,1,A,A,A,A,A,A,YES,0.3,NA,.,0,NA,NA,100,NA,NA,10,0,NA,40,0,NA,.,NA,NO,.,6021,ANM04100105,2,M,.,NA,NA,.,.,.,0,.,NA,0.2,B,26.4,40.4,8.2,25.8,9.2,2,NE,5,80,N,LR,NA
ANM20041001,ANM2004100106,2004-10-18,AR,. ,. ,S,C,23,1,G,-82.793,28.175867,NA,NA,AN0410004,.,.,6021,6037,6012,9999,NA,13:09:00,EDT,0.3,2,.,2,A,A,A,A,A,A,YES,0.3,NA,.,0,NA,NA,100,NA,NA,0,0,0,5,0,NA,.,NA,NO,.,6021,ANM04100106,1,S,NO,0,1,BM,YES,NO,10,NO,0,0.2,B,26.1,42.6,8.2,27.5,8.6,2,NE,3,50,N,MR,NA
ANM20041001,ANM2004100106,2004-10-18,AR,. ,. ,S,C,23,1,G,-82.793,28.175867,NA,NA,AN0410004,.,.,6021,6037,6012,9999,NA,13:09:00,EDT,0.3,2,.,2,A,A,A,A,A,A,YES,0.3,NA,.,0,NA,NA,100,NA,NA,0,0,0,5,0,NA,.,NA,NO,.,6021,ANM04100106,2,O,.,NA,NA,.,.,.,0,.,NA,0.2,B,26.1,42.6,8.2,27.5,8.6,2,NE,3,50,N,MR,NA
ANM20041001,ANM2004100107,2004-10-18,AR,. ,. ,S,D,23,1,G,-82.780067,28.167117,NA,NA,AN0410005,.,.,6021,6037,6012,9999,NA,13:23:00,EDT,0.3,2,.,3,A,A,A,A,A,A,YES,0.3,NA,.,0,NA,NA,100,NA,NA,0,0,0,2,0,NA,.,NA,NO,.,6021,ANM04100107,1,S,NO,0,1,RO,YES,NO,10,NO,0,0.2,B,25.6,32.2,7.7,20.1,6.1,2,E,8,80,N,MR,NA
ANM20041001,ANM2004100107,2004-10-18,AR,. ,. ,S,D,23,1,G,-82.780067,28.167117,NA,NA,AN0410005,.,.,6021,6037,6012,9999,NA,13:23:00,EDT,0.3,2,.,3,A,A,A,A,A,A,YES,0.3,NA,.,0,NA,NA,100,NA,NA,0,0,0,2,0,NA,.,NA,NO,.,6021,ANM04100107,2,R,.,NA,NA,.,.,.,0,.,NA,0.2,B,25.6,32.2,7.7,20.1,6.1,2,E,8,80,N,MR,NA
ANM20041001,ANM2004100108,2004-10-18,AR,. ,. ,S,D,23,1,G,-82.775333,28.163017,NA,NA,AN0410008,.,.,6021,6037,6012,9999,NA,13:40:00,EDT,0.5,3,.,5,A,A,A,A,A,A,YES,0.5,NA,.,0,NA,NA,100,NA,NA,0,0,0,0,5,NA,.,NA,NO,.,6021,ANM04100108,1,S,NO,0,1,SW,YES,NO,10,GM,10,0.2,B,25.4,29.4,7.6,18.2,5.4,2,E,8,90,N,MR,NA
ANM20041001,ANM2004100108,2004-10-18,AR,. ,. ,S,D,23,1,G,-82.775333,28.163017,NA,NA,AN0410008,.,.,6021,6037,6012,9999,NA,13:40:00,EDT,0.5,3,.,5,A,A,A,A,A,A,YES,0.5,NA,.,0,NA,NA,100,NA,NA,0,0,0,0,5,NA,.,NA,NO,.,6021,ANM04100108,1,S,NO,0,1,SW,YES,NO,10,GM,10,0.5,B,25.4,29.9,7.6,18.5,5.4,2,E,8,90,N,MR,NA
ANM20041001,ANM2004100109,2004-10-18,AR,. ,. ,S,C,23,1,G,-82.77005,28.159633,NA,NA,AN0410007,.,.,6021,6037,6012,9999,NA,13:55:00,EDT,0.5,3,.,5,A,A,A,A,A,A,YES,0.5,NA,.,0,NA,NA,100,NA,NA,0,0,0,3,0,NA,.,NA,NO,.,6021,ANM04100109,1,M,NO,0,1,RM,YES,YES,10,NO,0,0.2,B,25.4,29.2,7.7,18,6.3,2,E,8,100,N,MR,NA
ANM20041001,ANM2004100109,2004-10-18,AR,. ,. ,S,C,23,1,G,-82.77005,28.159633,NA,NA,AN0410007,.,.,6021,6037,6012,9999,NA,13:55:00,EDT,0.5,3,.,5,A,A,A,A,A,A,YES,0.5,NA,.,0,NA,NA,100,NA,NA,0,0,0,3,0,NA,.,NA,NO,.,6021,ANM04100109,1,M,NO,0,1,RM,YES,YES,10,NO,0,0.5,B,25.4,29.1,7.6,17.9,6.1,2,E,8,100,N,MR,NA
ANM20041001,ANM2004100110,2004-10-18,AR,. ,. ,S,C,23,1,G,-82.751583,28.157183,NA,NA,AN0410010,.,.,6021,6037,6012,9999,NA,14:19:00,EDT,0.5,4,.,6,A,A,A,A,A,A,YES,0.5,NA,.,0,NA,NA,100,NA,NA,0,0,0,10,0,NA,.,NA,NO,.,6021,ANM04100110,1,M,NO,0,1,RM,YES,YES,10,NO,0,0.2,B,25.9,9.4,7.2,5.2,5.1,2,E,5,100,N,MR,NA
ANM20041001,ANM2004100110,2004-10-18,AR,. ,. ,S,C,23,1,G,-82.751583,28.157183,NA,NA,AN0410010,.,.,6021,6037,6012,9999,NA,14:19:00,EDT,0.5,4,.,6,A,A,A,A,A,A,YES,0.5,NA,.,0,NA,NA,100,NA,NA,0,0,0,10,0,NA,.,NA,NO,.,6021,ANM04100110,1,M,NO,0,1,RM,YES,YES,10,NO,0,0.5,B,25.7,9.4,7.2,5.3,5,2,E,5,100,N,MR,NA
ANM20041001,ANM2004100111,2004-10-18,AR,. ,. ,S,.,300,1,G,-82.755667,28.158,NA,NA,AN0410012,.,.,6021,6037,6012,9999,NA,14:46:00,EDT,1.6,4,.,6,A,A,A,A,A,A,NO,1,NA,.,NA,NA,NA,100,NA,NA,0,25,25,28,0,NA,.,NA,NO,.,6021,ANM04100111,1,U,UN,NA,1,RM,YES,YES,5,NO,0,0.2,B,24.9,21.6,7.3,13.1,4.8,2,E,8,100,N,MR,NA
ANM20041001,ANM2004100111,2004-10-18,AR,. ,. ,S,.,300,1,G,-82.755667,28.158,NA,NA,AN0410012,.,.,6021,6037,6012,9999,NA,14:46:00,EDT,1.6,4,.,6,A,A,A,A,A,A,NO,1,NA,.,NA,NA,NA,100,NA,NA,0,25,25,28,0,NA,.,NA,NO,.,6021,ANM04100111,1,U,UN,NA,1,RM,YES,YES,5,NO,0,1,B,24.8,24.5,7.4,14.3,4.6,2,E,8,100,N,MR,NA
ANM20041001,ANM2004100111,2004-10-18,AR,. ,. ,S,.,300,1,G,-82.755667,28.158,NA,NA,AN0410012,.,.,6021,6037,6012,9999,NA,14:46:00,EDT,1.6,4,.,6,A,A,A,A,A,A,NO,1,NA,.,NA,NA,NA,100,NA,NA,0,25,25,28,0,NA,.,NA,NO,.,6021,ANM04100111,1,U,UN,NA,1,RM,YES,YES,5,NO,0,1.5,B,24.8,24.7,7.4,15,4.5,2,E,8,100,N,MR,NA
ANM20041001,ANM2004100111,2004-10-18,AR,. ,. ,S,.,300,1,G,-82.755667,28.158,NA,NA,AN0410012,.,.,6021,6037,6012,9999,NA,14:46:00,EDT,1.6,4,.,6,A,A,A,A,A,A,NO,1,NA,.,NA,NA,NA,100,NA,NA,0,25,25,28,0,NA,.,NA,NO,.,6021,ANM04100111,2,.,.,NA,1,BM,YES,YES,5,.,NA,0.2,B,24.9,21.6,7.3,13.1,4.8,2,E,8,100,N,MR,NA
ANM20041001,ANM2004100111,2004-10-18,AR,. ,. ,S,.,300,1,G,-82.755667,28.158,NA,NA,AN0410012,.,.,6021,6037,6012,9999,NA,14:46:00,EDT,1.6,4,.,6,A,A,A,A,A,A,NO,1,NA,.,NA,NA,NA,100,NA,NA,0,25,25,28,0,NA,.,NA,NO,.,6021,ANM04100111,2,.,.,NA,1,BM,YES,YES,5,.,NA,1,B,24.8,24.5,7.4,14.3,4.6,2,E,8,100,N,MR,NA
ANM20041001,ANM2004100111,2004-10-18,AR,. ,. ,S,.,300,1,G,-82.755667,28.158,NA,NA,AN0410012,.,.,6021,6037,6012,9999,NA,14:46:00,EDT,1.6,4,.,6,A,A,A,A,A,A,NO,1,NA,.,NA,NA,NA,100,NA,NA,0,25,25,28,0,NA,.,NA,NO,.,6021,ANM04100111,2,.,.,NA,1,BM,YES,YES,5,.,NA,1.5,B,24.8,24.7,7.4,15,4.5,2,E,8,100,N,MR,NA
ANM20041002,ANM2004100201,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.734467,28.167833,NA,NA,AN0410015,.,.,6021,6024,6222,6219,NA,09:32:00,EDT,1.5,5,.,8,U,U,U,U,U,U,NO,1,NA,.,NA,NA,NA,100,NA,NA,0,15,15,99,0,NA,.,NA,NO,.,6021,ANM04100201,1,U,UN,0,1,JU,YES,NO,10,NO,0,0.2,B,25,8.6,7,4.8,4.7,2,E,3,80,N,LF,NA
ANM20041002,ANM2004100201,2004-10-19,AR,. ,. ,S,.,301,1,G,-82.734467,28.167833,NA,NA,AN0410015,.,.,6021,6024,6222,6219,NA,09:32:00,EDT,1.5,5,.,8,U,U,U,U,U,U,NO,1,NA,.,NA,NA,NA,100,NA,NA,0,15,15,99,0,NA,.,NA,NO,.,6021,ANM04100201,1,U,UN,0,1,JU,YES,NO,10,NO,0,1,B,25.1,8.6,7,4.8,4.5,2,E,3,80,N,LF,NA
ANM20041002,ANM2004100202,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.738383,28.165083,NA,NA,AN0410011,.,.,6021,6024,6222,6219,NA,09:55:00,EDT,1,4,.,7,U,U,U,U,U,U,YES,1,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,1,NA,.,NA,NO,.,6021,ANM04100202,1,M,NO,0,1,JU,YES,NO,10,GM,7,0.2,B,25.1,10.8,7,6.1,4.8,2,E,5,100,N,LF,NA
ANM20041002,ANM2004100202,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.738383,28.165083,NA,NA,AN0410011,.,.,6021,6024,6222,6219,NA,09:55:00,EDT,1,4,.,7,U,U,U,U,U,U,YES,1,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,1,NA,.,NA,NO,.,6021,ANM04100202,1,M,NO,0,1,JU,YES,NO,10,GM,7,1,B,25.1,10.7,7,6.1,4.6,2,E,5,100,N,LF,NA
ANM20041002,ANM2004100202,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.738383,28.165083,NA,NA,AN0410011,.,.,6021,6024,6222,6219,NA,09:55:00,EDT,1,4,.,7,U,U,U,U,U,U,YES,1,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,1,NA,.,NA,NO,.,6021,ANM04100202,2,.,.,NA,1,RM,YES,YES,10,MS,3,0.2,B,25.1,10.8,7,6.1,4.8,2,E,5,100,N,LF,NA
ANM20041002,ANM2004100202,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.738383,28.165083,NA,NA,AN0410011,.,.,6021,6024,6222,6219,NA,09:55:00,EDT,1,4,.,7,U,U,U,U,U,U,YES,1,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,1,NA,.,NA,NO,.,6021,ANM04100202,2,.,.,NA,1,RM,YES,YES,10,MS,3,1,B,25.1,10.7,7,6.1,4.6,2,E,5,100,N,LF,NA
ANM20041002,ANM2004100203,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.7323,28.169567,NA,NA,AN0410014,.,.,6021,6024,6222,6219,NA,10:17:00,EDT,1.2,5,.,9,U,U,U,U,U,U,YES,1,NA,.,0,NA,NA,100,NA,NA,10,0,NA,15,0.5,NA,.,NA,NO,.,6021,ANM04100203,1,M,NO,0,1,RM,YES,YES,10,GM,10,0.2,B,24.7,6.2,7,3.4,4,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100203,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.7323,28.169567,NA,NA,AN0410014,.,.,6021,6024,6222,6219,NA,10:17:00,EDT,1.2,5,.,9,U,U,U,U,U,U,YES,1,NA,.,0,NA,NA,100,NA,NA,10,0,NA,15,0.5,NA,.,NA,NO,.,6021,ANM04100203,1,M,NO,0,1,RM,YES,YES,10,GM,10,1,B,24.7,6.8,6.9,3.7,3.9,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100203,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.7323,28.169567,NA,NA,AN0410014,.,.,6021,6024,6222,6219,NA,10:17:00,EDT,1.2,5,.,9,U,U,U,U,U,U,YES,1,NA,.,0,NA,NA,100,NA,NA,10,0,NA,15,0.5,NA,.,NA,NO,.,6021,ANM04100203,2,S,.,NA,1,JU,YES,NO,10,.,NA,0.2,B,24.7,6.2,7,3.4,4,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100203,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.7323,28.169567,NA,NA,AN0410014,.,.,6021,6024,6222,6219,NA,10:17:00,EDT,1.2,5,.,9,U,U,U,U,U,U,YES,1,NA,.,0,NA,NA,100,NA,NA,10,0,NA,15,0.5,NA,.,NA,NO,.,6021,ANM04100203,2,S,.,NA,1,JU,YES,NO,10,.,NA,1,B,24.7,6.8,6.9,3.7,3.9,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100204,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.729617,28.1688,NA,NA,AN0410013,.,.,6021,6024,6222,6219,NA,10:29:00,EDT,0.6,5,.,9,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,0,NA,.,NA,NO,.,6021,ANM04100204,1,S,NO,0,1,JU,YES,NO,10,NO,0,0.2,B,24.6,6,7,3.3,4,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100204,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.729617,28.1688,NA,NA,AN0410013,.,.,6021,6024,6222,6219,NA,10:29:00,EDT,0.6,5,.,9,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,0,NA,.,NA,NO,.,6021,ANM04100204,1,S,NO,0,1,JU,YES,NO,10,NO,0,0.6,B,24.7,6.3,6.9,3.4,3.9,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100204,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.729617,28.1688,NA,NA,AN0410013,.,.,6021,6024,6222,6219,NA,10:29:00,EDT,0.6,5,.,9,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,0,NA,.,NA,NO,.,6021,ANM04100204,2,M,.,NA,NA,.,.,.,0,.,NA,0.2,B,24.6,6,7,3.3,4,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100204,2004-10-19,AR,. ,. ,S,D,23,1,G,-82.729617,28.1688,NA,NA,AN0410013,.,.,6021,6024,6222,6219,NA,10:29:00,EDT,0.6,5,.,9,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,99,0,NA,.,NA,NO,.,6021,ANM04100204,2,M,.,NA,NA,.,.,.,0,.,NA,0.6,B,24.7,6.3,6.9,3.4,3.9,2,E,8,100,N,LF,NA
ANM20041002,ANM2004100205,2004-10-19,AR,. ,. ,S,C,23,1,G,-82.716917,28.183417,NA,NA,AN0410016,.,.,6021,6024,6222,6219,NA,11:07:00,EDT,0.6,6,.,11,U,U,U,U,U,U,YES,0.6,NA,.,0,NA,NA,100,NA,NA,0,0,0,1,0,NA,.,NA,NO,.,6021,ANM04100205,1,S,NO,0,1,TV,YES,NO,10,NO,0,0.2,B,22.4,0.2,7.4,0.1,6.6,2,E,3,100,N,LF,NA
